상품코드,상품명,사이즈,판매금액,MappedValue,년도,월
AID3OP021,S-무드OPS,Free,29000,원피스,2021,4월 1일
AID3WS003,S-모스NB,Free,49000,남방,2021,4월 1일
AIF7TN004,미소여인나시,Free,17100,티셔츠나시,2021,6월 1일
AIE7VT004,주름셔링VT,Free,68400,베스트,2021,5월 1일
AIF3OP008,S-청주머니OP,Free,109000,원피스,2021,6월 1일
AHH3TS012,L-캉캉소매,Free,25200,티셔츠,2020,8월 1일
AIB3BL002,S-라인시슬BL,Free,76000,블라우스,2021,2월 1일
AIF3BL022,Z-비비블라우스,Free,29000,블라우스,2021,6월 1일
AGL3VT004,S-포켓패딩VT,Free,29000,베스트,2019,12월 1일
AID3TS092,S-면모닥U넥반팔,Free,33000,티셔츠,2021,4월 1일
AIF3TS005,S-고양이후드T,Free,43000,티셔츠,2021,6월 1일
AIF3TS056,S-스마일반팔,Free,29000,티셔츠,2021,6월 1일
AIF7DP002,투버튼청,Free,49000,데님,2021,6월 1일
AID3TS045,S-에이스R,Free,13900,티셔츠,2021,4월 1일
AID3CT006,S-트임반CT,Free,149000,코트,2021,4월 1일
AIG3JP002,S-베네점퍼,Free,159000,점퍼,2021,7월 1일
AGI3PT040,S-치마바지,Free,8910,바지,2019,9월 1일
AHK7BL006,잔숄더BL,Free,59000,블라우스,2020,11월 1일
AIF3BL025,Z-에코땡블라우스,Free,39000,블라우스,2021,6월 1일
AIF7CA006,매쉬니트Y,Free,33000,가디건,2021,6월 1일
AGK3OP028,S-6003마가렛벨트,Free,29000,원피스,2019,11월 1일
AHK3CT005,S-호피후드,Free,189000,코트,2020,11월 1일
AIC3TS063,Z-베이직긴팔,Free,29000,티셔츠,2021,3월 1일
AIE7CA003,밑단레이스Y,Free,59000,가디건,2021,5월 1일
AIG3TS018,S-페이T,Free,76000,티셔츠,2021,7월 1일
AIF3WS010,S-K배색남방,Free,89000,남방,2021,6월 1일
AID3BL009,S-V스모크,Free,80100,블라우스,2021,4월 1일
AIF3BL015,S-아사벌룬BL,Free,69000,블라우스,2021,6월 1일
AIF7BL007,산호BL,Free,35100,블라우스,2021,6월 1일
AIF7BL011,네크배색BL,Free,49000,블라우스,2021,6월 1일
AHK3KT004,Q-도트반팔니트,Free,43000,니트,2020,11월 1일
AHH7TS002,소프트브이,L,23100,티셔츠,2020,8월 1일
AIF3CA004,S-진주니트가디건,Free,59400,가디건,2021,6월 1일
AID3TS082,S-마고R,Free,23000,티셔츠,2021,4월 1일
AID3BL024,S-린넨고리블라우스,Free,29700,블라우스,2021,4월 1일
AIC3JP019,S-레어점퍼,L,149000,점퍼,2021,3월 1일
AID3OP026,S-에뜨로프릴OPS,Free,59000,원피스,2021,4월 1일
AIF3KT020,S-펄브이,Free,35100,니트,2021,6월 1일
AHI7CA008,숲속기린,Free,49000,가디건,2020,9월 1일
AIC3KT008,S-보들V,Free,39000,니트,2021,3월 1일
AHI7WS003,나무늘보NB,Free,53000,남방,2020,9월 1일
AHK3JK022,S-케이프망토,Free,189000,자켓,2020,11월 1일
AHK7JP010,셔링A점퍼,Free,129000,점퍼,2020,11월 1일
AHH3SK014,Z-카라,Free,59000,스커트,2020,8월 1일
AIF3WS011,S-비셔츠,Free,89000,남방,2021,6월 1일
AIJ7SK003,원니트SK,Free,39000,스커트,2021,10월 1일
AIF3DP006,S-423쿨사선트임일자,Free,59000,데님,2021,6월 1일
AGL3OP023,S-지퍼OPS,Free,49000,원피스,2019,12월 1일
AID3TS084,S-선염데무,Free,63000,티셔츠,2021,4월 1일
AIC7BL015,프릴언발소매BL,Free,49000,블라우스,2021,3월 1일
AHH3SK006,L-하프치마,Free,27300,스커트,2020,8월 1일
AID3BL013,S-스텔라꽃,Free,36000,블라우스,2021,4월 1일
AHG3PT016,Z-도트팬츠,Free,41300,바지,2020,7월 1일
AIF7PT001,단추린넨PT,Free,53100,바지,2021,6월 1일
AIC7OP004,랩끈벨트OP,Free,79000,원피스,2021,3월 1일
AHG3JK003,S-DK쿨Y,Free,51100,자켓,2020,7월 1일
AID3OP040,S-스카이OPS,Free,53000,원피스,2021,4월 1일
AGH3BL058,S-도트셔링BL,Free,69000,블라우스,2019,8월 1일
AID3TS061,Z-캔디T,Free,49000,티셔츠,2021,4월 1일
AHF7TS014,배색반후디,Free,34300,티셔츠,2020,6월 1일
AIF3TS028,S-미니토토,Free,32400,티셔츠,2021,6월 1일
AIA3PT018,S-울배기,Free,29400,바지,2021,1월 1일
AHK3JK011,Z-제비카라,Free,149000,자켓,2020,11월 1일
AIF3ST008,S-프린팅해피세트,Free,33000,세트,2021,6월 1일
AIE7KN005,코스터KN,Free,39000,니트나시,2021,5월 1일
AIF3PT027,S-초코통,Free,50400,바지,2021,6월 1일
AID3JK001,S-데청JK,Free,93000,자켓,2021,4월 1일
AIF7KN003,큐빅백조나시,Free,29000,니트나시,2021,6월 1일
AHF3JK005,Z-린넨통자켓3,Free,41400,자켓,2020,6월 1일
AHK3PT011,Z-골덴PT,Free,79000,바지,2020,11월 1일
AHE3OP009,S-BB2017플라워,Free,56700,원피스,2020,5월 1일
AIC7KT006,펀칭꽃니트,Free,63000,니트,2021,3월 1일
AHC3BL031,S-달콤,Free,48300,블라우스,2020,3월 1일
AIC3JK022,S-사선스티치레자JK,Free,109000,자켓,2021,3월 1일
AHK3JP017,Z-막스마라폭스패딩,Free,284050,점퍼,2020,11월 1일
AHE3PT040,S-데일리바지(워싱),Free,23000,바지,2020,5월 1일
AGJ3PT008,군번줄스트링PT,Free,29000,바지,2019,10월 1일
AID3OP037,S-해바라기청OPS,Free,65700,원피스,2021,4월 1일
AHK3CT009,Z-003몬드CT,Free,129000,코트,2020,11월 1일
AID3TS037,S-마라캐시,Free,29000,티셔츠,2021,4월 1일
AGL3OP006,S-세무OPS,Free,49000,원피스,2019,12월 1일
AIF7CA005,알록반가디건,Free,73000,가디건,2021,6월 1일
AIF7KT008,카라오픈KT,Free,59000,니트,2021,6월 1일
AID3TS051,Z-반넥주름T,Free,33000,티셔츠,2021,4월 1일
AIF3VT009,S-바프릴조끼,Free,69000,베스트,2021,6월 1일
AID3BL016,Z-그레이스BL,Free,79000,블라우스,2021,4월 1일
AIC3TS042,Z-프리지아2,Free,49000,티셔츠,2021,3월 1일
AIC3DP010,Z-06배기청바지,Free,29000,데님,2021,3월 1일
AIF3OP001,S-날개OPS,Free,179000,원피스,2021,6월 1일
AGL3ST003,S-페이지루set,Free,49000,세트,2019,12월 1일
AIC7WS001,노블배색NB,Free,59000,남방,2021,3월 1일
AID3BL012,S-모리스퍼프,Free,59000,블라우스,2021,4월 1일
AID7BL014,타로타이BL,Free,39200,블라우스,2021,4월 1일
AID7DP001,앞포켓청배기,Free,43000,데님,2021,4월 1일
AID3TS073,Q-38반,Free,23000,티셔츠,2021,4월 1일
AID3TS029,S-지컷플라워,Free,49000,티셔츠,2021,4월 1일
AHJ7SK002,프릴드SK,Free,53000,스커트,2020,10월 1일
AIC7WS012,옐로플NB,Free,69000,남방,2021,3월 1일
AIB3WS004,S-밀라노조끼,Free,59000,남방,2021,2월 1일
AIA3PT017,Q-카밍팬츠,L,39200,바지,2021,1월 1일
AID3KT004,Q-앞판비즈후드NT,Free,66000,니트,2021,4월 1일
AHH3TS005,L-라이백T,Free,19285,티셔츠,2020,8월 1일
AGK3DP005,S-에쿠청일자,L,49000,데님,2019,11월 1일
AIC3DP003,Q-B775부츠컷,L,59000,데님,2021,3월 1일
AID3TS066,S-고인지R,Free,23000,티셔츠,2021,4월 1일
AIB7JK001,일러청JK,Free,69000,자켓,2021,2월 1일
AIB7KT005,진주숄더KT,Free,59000,니트,2021,2월 1일
AIB3PT002,Q-컬러다트배기,Free,46000,바지,2021,2월 1일
AIC3CT009,S-카라끈CT,Free,99000,코트,2021,3월 1일
AHF7OP006,머스캣OP,Free,83300,원피스,2020,6월 1일
AIG3PT018,S-MO5부,Free,23000,바지,2021,7월 1일
AHF3BL031,S-컬러쥬크BL,Free,48300,블라우스,2020,6월 1일
AGG3BL044,S-산드루BL,Free,39000,블라우스,2019,7월 1일
AIG3PT003,Q-린넨5부바지,Free,15200,바지,2021,7월 1일
AIG7WS006,체크후디NB,Free,43000,남방,2021,7월 1일
AIG3TS005,S-V넥팔그물망영문패치T,Free,39000,티셔츠,2021,7월 1일
AIG3PT045,S-에르언발,L,73000,바지,2021,7월 1일
AIG3TN007,S-COCO나시,Free,33000,티셔츠나시,2021,7월 1일
AGL3SK001,S-주름캉캉,Free,33000,스커트,2019,12월 1일
AGL3WS009,S-아디스NB,Free,29000,남방,2019,12월 1일
AHK7BL001,나폴리BL,Free,59000,블라우스,2020,11월 1일
AID3OP008,S-버리앞주름OP,Free,149000,원피스,2021,4월 1일
AIG3OP018,S-샌더OPS,Free,119000,원피스,2021,7월 1일
AHF3TN007,Z-아사면레스나시,Free,23100,티셔츠나시,2020,6월 1일
AHE3OP006,S-스티치포켓OPS,Free,76300,원피스,2020,5월 1일
AHK3JP014,S-기모호피후드,Free,89000,점퍼,2020,11월 1일
AIG3BL020,Z-테일러꽃,Free,49000,블라우스,2021,7월 1일
AEC1CD002,장미,Free,5000,가디건1,2017,3월 1일
AIG3OP016,S-셔링끈OPS,Free,56000,원피스,2021,7월 1일
AFE4BL311,스톤BL,Free,19000,블라우스,2018,5월 1일
AIF3OP003,S-뒤세리본잔꽃OPS,Free,58400,원피스,2021,6월 1일
AIG3TN001,S-쿨브이넥나시,Free,33000,티셔츠나시,2021,7월 1일
AIG7TS012,3단추브이T,Free,49000,티셔츠,2021,7월 1일
AIC7BL017,공주BL,Free,73000,블라우스,2021,3월 1일
AIC3TS034,S-프린세스T,Free,49000,티셔츠,2021,3월 1일
AGC3DP017,S-로제하이와이드,M,39000,데님,2019,3월 1일
AIG3BL040,S-도트어깨트임,Free,33000,블라우스,2021,7월 1일
AIC7BL008,베이오픈BL,Free,53100,블라우스,2021,3월 1일
AHE3OP030,S-사각OPS,Free,27300,원피스,2020,5월 1일
AG2CPT002,B-구호SL,Free,73000,바지,2019,
AHH3TS008,L-새핑,Free,30100,티셔츠,2020,8월 1일
AID3TS086,S-엘레강T,Free,33000,티셔츠,2021,4월 1일
AIG3OP048,S-H기린OPS,Free,89000,원피스,2021,7월 1일
AIF3BL033,S-샤나염BL,Free,79000,블라우스,2021,6월 1일
AHD3TS026,S-와펜,Free,43000,티셔츠,2020,4월 1일
AHE3OP023,S-피오VOPS,Free,48300,원피스,2020,5월 1일
AGK3OP017,S-쥬드랩OPS,Free,33000,원피스,2019,11월 1일
AID7OP001,꽃리본OP,Free,49000,원피스,2021,4월 1일
AIG4WS001,S-포켓카라니트,Free,49000,남방,2021,7월 1일
AG2CWS003,B-띠어리면셔츠,L,59000,남방,2019,
AIG3TS031,S-꽈배기꼬임T,Free,46000,티셔츠,2021,7월 1일
AIG3TS013,S-베티후드티,Free,29000,티셔츠,2021,7월 1일
AIC3SK007,S-플레어꽃SK,Free,12510,스커트,2021,3월 1일
AIC7OP001,2단프릴OP,Free,49000,원피스,2021,3월 1일
AIG3VT001,S-VOV조끼,Free,109000,베스트,2021,7월 1일
AIG7DP001,고양이물고기청,Free,43000,데님,2021,7월 1일
AIF7TS001,여인린넨T,Free,29700,티셔츠,2021,6월 1일
AIG7OP016,단추셔링OP,Free,49000,원피스,2021,7월 1일
AID4SK001,S-불망스커트,Free,43000,스커트,2021,4월 1일
AIG3OP044,S-체크소매OPS,Free,89000,원피스,2021,7월 1일
AIF7BL020,끈타이랍바BL,Free,39000,블라우스,2021,6월 1일
AGI3PT008,S-054,Free,29000,바지,2019,9월 1일
AIF3TS010,S-로우5부,Free,49000,티셔츠,2021,6월 1일
AIF7KT004,체리단추KT,Free,59000,니트,2021,6월 1일
AID7BL004,투카라BL,Free,49000,블라우스,2021,4월 1일
AID7KT001,물결스마일KT,Free,49000,니트,2021,4월 1일
AIG7BL026,시스루포켓BL,Free,49000,블라우스,2021,7월 1일
AID3TS028,S-지컷프릴,Free,39000,티셔츠,2021,4월 1일
AHK7KT018,해바라기KT,Free,66000,니트,2020,11월 1일
AIG3TS030,S-고방카라나시T,Free,46000,티셔츠,2021,7월 1일
AIG3OP006,S-써머OPS,Free,33000,원피스,2021,7월 1일
AIG7OP012,배색VOP,Free,49000,원피스,2021,7월 1일
AHG7TS016,팔로브이T,Free,29000,티셔츠,2020,7월 1일
AFA2KT809,펄반목니트,Free,9900,니트,2018,1월 1일
AHF7OP007,앤OPS,Free,53200,원피스,2020,6월 1일
AHG7PT014,큰체크쿨PT,Free,59000,바지,2020,7월 1일
AHJ7CT001,레이어드CT,Free,119000,코트,2020,10월 1일
AIG3TS042,S-오제꽃,Free,66000,티셔츠,2021,7월 1일
AIG7DP011,패치밴딩청,Free,53000,데님,2021,7월 1일
AIB7WS004,ST벨트세트2,Free,53000,남방,2021,2월 1일
AID3SK001,S-꽃쮸리SK,Free,49000,스커트,2021,4월 1일
AIB3BL004,S-센스BL,Free,63000,블라우스,2021,2월 1일
AID7BL018,린넨레이어,Free,69000,블라우스,2021,4월 1일
AIG3WS002,S-7부ST차이나,Free,43000,남방,2021,7월 1일
AIF7BL023,파자마카라BL,Free,29000,블라우스,2021,6월 1일
AHK7TS004,색동단가라T,Free,43000,티셔츠,2020,11월 1일
AIF3VT010,S-드랍린넨VT,Free,39000,베스트,2021,6월 1일
AGG3VT012,S-쉬폰체인조끼,Free,89000,베스트,2019,7월 1일
AHH3TS014,L-팜스R,Free,49000,티셔츠,2020,8월 1일
AIB7OP001,레이스니트OP,Free,49000,원피스,2021,2월 1일
AIF3PT007,S-검무늬나염바지,Free,53000,바지,2021,6월 1일
AHG3TS016,S-라뜨베이후드,Free,76000,티셔츠,2020,7월 1일
AIF7TS015,엔조이T,Free,17100,티셔츠,2021,6월 1일
AIG3PT005,S-뽄바지,Free,66000,바지,2021,7월 1일
AIF3TS027,S-데무후드,Free,99000,티셔츠,2021,6월 1일
AHJ7KT006,그런지KT,Free,63000,니트,2020,10월 1일
AIC3JK014,Z-랩체크JK,Free,93000,자켓,2021,3월 1일
AID7BL005,타이브이BL,Free,44100,블라우스,2021,4월 1일
AIF7TS021,배색트임T,Free,53000,티셔츠,2021,6월 1일
AIG3OP039,S-산드로OPS,Free,109000,원피스,2021,7월 1일
AID3OP015,Z-주름OPS반팔,Free,134100,원피스,2021,4월 1일
AIG7WS001,원단가라NB,Free,33000,남방,2021,7월 1일
AIG7WS003,린넨고방NB,Free,69000,남방,2021,7월 1일
AID4BL006,S-주름나염BL,Free,43000,블라우스,2021,4월 1일
AIG7DP009,캐릭자수청,Free,53000,데님,2021,7월 1일
AIG7PT002,린넨빅배기,Free,53000,바지,2021,7월 1일
AIG7OP009,나염쿨OP,Free,29000,원피스,2021,7월 1일
AHE3JK018,S-루커JK,Free,99000,자켓,2020,5월 1일
AIC3JP001,S-제아JP,Free,56000,점퍼,2021,3월 1일
AIG7TS003,아보반팔T,Free,29000,티셔츠,2021,7월 1일
AGG3OP046,S-데일리OPS,Free,63200,원피스,2019,7월 1일
AIF7BL015,나무프릴BL,Free,53000,블라우스,2021,6월 1일
AHF3JK002,S-린넨아마니,Free,129000,자켓,2020,6월 1일
AIG3BL050,S-래뜨바이배색BL,Free,59000,블라우스,2021,7월 1일
AID7SK006,잔주름SK,Free,33000,스커트,2021,4월 1일
AIE7VT003,아일렛장식VT,Free,76000,베스트,2021,5월 1일
AIG3TS025,S-오즈후드,Free,79000,티셔츠,2021,7월 1일
AIG3OP001,S-더블유OPS,Free,59000,원피스,2021,7월 1일
AHL3KT010,S-베네티,Free,56000,니트,2020,12월 1일
AHF3JP017,Z-체크후드,Free,53200,점퍼,2020,6월 1일
AIF3PT006,S-린넨드레스팬츠,Free,79000,바지,2021,6월 1일
AIG7OP014,체크배색VOP,Free,49000,원피스,2021,7월 1일
AID3TS041,S-스마일T,Free,29000,티셔츠,2021,4월 1일
AHD3DP001,S-청꽃통바지,Free,73000,데님,2020,4월 1일
AIC3CT003,S-면더블BBY,Free,96000,코트,2021,3월 1일
AID3OP039,S-민들레스모크OPS,Free,79000,원피스,2021,4월 1일
AIG3JP003,S-줄모자JP,Free,109000,점퍼,2021,7월 1일
AIG3BL023,S-미크블라우스,Free,29000,블라우스,2021,7월 1일
AIG3OP005,S-매쉬후드OPS,Free,83000,원피스,2021,7월 1일
AIG3TS006,Q-날개T,Free,16900,티셔츠,2021,7월 1일
AHH7OP001,5부주름OP,Free,55300,원피스,2020,8월 1일
AIF3PT033,Z-프릴숏PT,Free,13900,바지,2021,6월 1일
AIG7DP018,소녀패치청,Free,59000,데님,2021,7월 1일
AIE7CT001,포켓셔링CT,Free,69000,코트,2021,5월 1일
AHC3PT017,S-앨리스PT,Free,27300,바지,2020,3월 1일
AIG3BL016,S-다이안체크BL,Free,89000,블라우스,2021,7월 1일
AIF3VT004,S-이벨VT,Free,109000,베스트,2021,6월 1일
AHI3BL011,S-페인팅BL,Free,93000,블라우스,2020,9월 1일
AIG7BL005,레이스조끼BL,Free,49000,블라우스,2021,7월 1일
AID3JK007,S-나비점퍼,Free,66000,자켓,2021,4월 1일
AHF7CA001,원레이스와리,Free,99000,가디건,2020,6월 1일
AIC3TS066,Z-캔디P,Free,39000,티셔츠,2021,3월 1일
AIG3TS014,S-비비T,Free,56000,티셔츠,2021,7월 1일
AIG7OP001,스트링셔링OP,L,69000,원피스,2021,7월 1일
AGH3ST003,S-Y2나염세트,Free,79000,세트,2019,8월 1일
AFE6JP301,줄후드,Free,9900,점퍼,2018,5월 1일
AIA3PT013,Z-다단골덴기모 ,Free,59000,바지,2021,1월 1일
AIF3PT004,S-허리영문쉬폰,Free,49000,바지,2021,6월 1일
AID7BL011,케냐BL,Free,59000,블라우스,2021,4월 1일
AIC3SK004,S-샤런주름SK,Free,19000,스커트,2021,3월 1일
AIG4OP004,S-인견반팔원피스,Free,23000,원피스,2021,7월 1일
AIG3BL036,S-에르BL,Free,79000,블라우스,2021,7월 1일
AIC3JP026,S-해당화JP,Free,59000,점퍼,2021,3월 1일
AIG7BL002,쿨네이쳐BL,Free,29000,블라우스,2021,7월 1일
AIF3TS051,S-린넨반팔,Free,19000,티셔츠,2021,6월 1일
AIG7WS002,겹포켓NB,Free,69000,남방,2021,7월 1일
AIC3PT025,S-고방언발트임,L,76000,바지,2021,3월 1일
AIC3ST004,Q-치마7부SET,Free,69000,세트,2021,3월 1일
AGL3KT041,S-F니트,Free,39000,니트,2019,12월 1일
AIF3BL011,S-맥BL,Free,73000,블라우스,2021,6월 1일
AIG3OP042,S-잎레이스나시OP,Free,46000,원피스,2021,7월 1일
AII3PT018,S-멜로디PT,L,63000,바지,2021,9월 1일
AHD3OP001,S-0939페이즐,Free,43000,원피스,2020,4월 1일
AHK7TS011,라임MTM,Free,69000,티셔츠,2020,11월 1일
AIG3TS012,S-몽티,Free,59000,티셔츠,2021,7월 1일
AHI7WS002,체크체크NB,Free,49000,남방,2020,9월 1일
AIB7ST003,브이치마세트,Free,89000,세트,2021,2월 1일
AIC7WS002,배색포켓NB,Free,59000,남방,2021,3월 1일
AIC3JP027,S-R숏점퍼,Free,33000,점퍼,2021,3월 1일
AIC7WS015,볼드NB,Free,59000,남방,2021,3월 1일
AID7WS017,스마일니트청NB,Free,49000,남방,2021,4월 1일
AID3KT013,S-매화티,Free,56000,니트,2021,4월 1일
AIB7WS005,뒷프릴NB,Free,59000,남방,2021,2월 1일
AIG3TS011,S-노카라나염,Free,83000,티셔츠,2021,7월 1일
AIG7DP003,빅밴딩라인청,Free,43000,데님,2021,7월 1일
AIC3OP037,Z-킴리본,Free,56000,원피스,2021,3월 1일
AIG3WS009,S-무지Y마남방,Free,99000,남방,2021,7월 1일
AIG3PT035,S-무지린넨일자,Free,56000,바지,2021,7월 1일
AIH3TS011,S-홀로그램진주꽃,Free,36000,티셔츠,2021,8월 1일
AIG7ST001,청배색세트,Free,89000,세트,2021,7월 1일
AIF3BL032,S-린넨신디,Free,63000,블라우스,2021,6월 1일
AIG3BL003,Q-단주름BL,Free,46000,블라우스,2021,7월 1일
AIG7JP003,큐브JP,Free,59000,점퍼,2021,7월 1일
AIF3TS057,S-쏘쿨포켓반팔,Free,19000,티셔츠,2021,6월 1일
AIG3OP026,Q-소매줄OPS,Free,49000,원피스,2021,7월 1일
AIF3DP003,S-에어구제일자,M,66000,데님,2021,6월 1일
AIH3OP010,S-지퍼OPS,Free,89000,원피스,2021,8월 1일
AID3CA004,Z-봄바람가디건,Free,39000,가디건,2021,4월 1일
AGL3JP017,S-나염털,Free,139000,점퍼,2019,12월 1일
AIG3OP008,S-카라에어롱원피스,Free,89000,원피스,2021,7월 1일
AIG3TS001,S-마크라운드7부티,Free,33000,티셔츠,2021,7월 1일
AIB7OP002,브이반OP,Free,59000,원피스,2021,2월 1일
AIF3TS054,S-베이비줄지,Free,19000,티셔츠,2021,6월 1일
AIG7DP020,스마일꽃청,Free,63000,데님,2021,7월 1일
AIG3TN008,S-금줄기본나시,Free,33000,티셔츠나시,2021,7월 1일
AGH3BL059,S-린넨체크BL,Free,59000,블라우스,2019,8월 1일
AGL3PT051,Q-누비골덴바지,Free,59000,바지,2019,12월 1일
AGL3OP015,터들포켓OP,Free,29000,원피스,2019,12월 1일
AHI7BL001,벌룬리본BL,Free,53000,블라우스,2020,9월 1일
AIG3PT014,S-린넨마통,Free,59000,바지,2021,7월 1일
AIG7BL011,체크레이어BL,Free,43000,블라우스,2021,7월 1일
AIG3BL022,S-린줄지BL,Free,73000,블라우스,2021,7월 1일
AIG3BL013,S-스칼렛체크BL,Free,48300,블라우스,2021,7월 1일
AHD3BL022,S-줄리엣,Free,41300,블라우스,2020,4월 1일
AIG7DP021,스마일별청,Free,63000,데님,2021,7월 1일
AIG7DP038,별꽃자수청,Free,69000,데님,2021,7월 1일
AIF7PT003,와이드훌PT,Free,59000,바지,2021,6월 1일
AIF3WS013,S-린넨플라이주머니,Free,73000,남방,2021,6월 1일
AIB3CT004,Z-데코체크CT,Free,99000,코트,2021,2월 1일
AIF7CA010,카베와리,Free,43000,가디건,2021,6월 1일
AIG7OP004,오픈포켓OP,Free,49000,원피스,2021,7월 1일
AIG3OP027,Q-양V롱OPS,Free,29000,원피스,2021,7월 1일
AFA2TS307,레이스브이T,Free,19000,티셔츠,2018,1월 1일
AIG3OP038,S-로프끈후드OPS,Free,89000,원피스,2021,7월 1일
AIB3OP004,S-데님벨트롱OPS,Free,66000,원피스,2021,2월 1일
AIG3PT038,S-마린댄디,Free,59000,바지,2021,7월 1일
AIG3BL057,S-꽃3자프릴,Free,53000,블라우스,2021,7월 1일
AHG7PT003,녹녹PT,Free,59000,바지,2020,7월 1일
AIG3PT001,S-샌더일자통,L,49000,바지,2021,7월 1일
AIH7BL001,끈나염블랑,Free,33000,블라우스,2021,8월 1일
AGC3SK016,C-언발쉬폰 SK,Free,29000,스커트,2019,3월 1일
AIG7WS007,프릴린넨NB,Free,69000,남방,2021,7월 1일
AIG3CA002,S-영문나염차이나롱,Free,33000,가디건,2021,7월 1일
AID7WS005,그릭로브NB,Free,69000,남방,2021,4월 1일
AIF7BL013,반해지BL,Free,49000,블라우스,2021,6월 1일
AIC7JP003,시크릿집업,Free,69000,점퍼,2021,3월 1일
AIG7TS014,베어백T,Free,39000,티셔츠,2021,7월 1일
AIG3PT031,Z-큰꽃PT,Free,66000,바지,2021,7월 1일
AIG3TS035,S-풍선기구T,Free,49000,티셔츠,2021,7월 1일
AIF3PT029,S-호른조거,Free,47700,바지,2021,6월 1일
AIG4JK001,S-써머체크자켓,Free,99000,자켓,2021,7월 1일
AIG7TS008,오픈브이쿨T,Free,29000,티셔츠,2021,7월 1일
AIG3WS003,S-스텐카라NB,Free,33000,남방,2021,7월 1일
AIG3BL039,S-곱창G,Free,83000,블라우스,2021,7월 1일
AIG3TS033,S-슈즈날개T,Free,46000,티셔츠,2021,7월 1일
AHD3BL020,S-코지,Free,53000,블라우스,2020,4월 1일
AIB7VT001,스프링청VT,Free,49000,베스트,2021,2월 1일
AIG3BL001,S-이엔BL,Free,73000,블라우스,2021,7월 1일
AHG7TS020,캐주얼TS,Free,39000,티셔츠,2020,7월 1일
AIG3PT013,S-단추5부반바지,Free,23000,바지,2021,7월 1일
AIG3BL007,S-790원포인BL,Free,23000,블라우스,2021,7월 1일
AIF3TS052,S-마린T반팔,Free,26000,티셔츠,2021,6월 1일
AIG3OP017,S-데칼코마니OP,Free,83000,원피스,2021,7월 1일
AIG3PT010,S-앞프릴통바지,Free,73000,바지,2021,7월 1일
AIF3JK010,Z-마린자켓,Free,189000,자켓,2021,6월 1일
AIG3OP037,S-래뜨프릴원피스,Free,76300,원피스,2021,7월 1일
AIG3OP010,S-라라쉬폰원피스,Free,59000,원피스,2021,7월 1일
AIG3OP031,Q-퍼프롱OPS,Free,29000,원피스,2021,7월 1일
AIG7TS015,타이밑단T,Free,49000,티셔츠,2021,7월 1일
AHE3BL039,S-안나BL,Free,69000,블라우스,2020,5월 1일
AIC7WS005,자수로고NB,Free,63000,남방,2021,3월 1일
AIG3BL042,S-라인쭈리BL,Free,73000,블라우스,2021,7월 1일
AIF7JP001,나뭇잎JP,Free,79000,점퍼,2021,6월 1일
AID7PT007,캐주얼끈배기,Free,43000,바지,2021,4월 1일
AIG3DP006,S-21-10해지조거,Free,23000,데님,2021,7월 1일
AIG3BL011,S-로즈BL,Free,49000,블라우스,2021,7월 1일
AIG3KT003,S-0225밑지퍼,Free,43000,니트,2021,7월 1일
AIH3PT003,Q-큐브마통바지,Free,29000,바지,2021,8월 1일
AEA9JK001,페이크퍼jk(SP),Free,5000,자켓,2017,1월 1일
AIG7PT006,앞포켓체크배기,Free,33000,바지,2021,7월 1일
AID7OP012,반오픈롱OP,Free,44800,원피스,2021,4월 1일
AIB3TS035,S-별카라,Free,59000,티셔츠,2021,2월 1일
AIG7BL018,여름트리BL,Free,49000,블라우스,2021,7월 1일
AIH7OP003,큰꽃주름벨트OP,Free,49000,원피스,2021,8월 1일
AIF7OP001,레이스배색OP,Free,93000,원피스,2021,6월 1일
AIG7DP039,오케이자수청,Free,48300,데님,2021,7월 1일
AIG3OP007,S-올웨이즈OPS,Free,33000,원피스,2021,7월 1일
AID3OP012,Z-루비OPS,Free,46000,원피스,2021,4월 1일
AIG7DP035,원도형자수청,Free,39000,데님,2021,7월 1일
AIF7KT007,단추반니트,Free,73000,니트,2021,6월 1일
AIB7TS004,자수7부T,Free,56000,티셔츠,2021,2월 1일
AIH3PT001,Q-데일리마바지,Free,26000,바지,2021,8월 1일
AID3JK002,S-로건JK,Free,93000,자켓,2021,4월 1일
AHI3BL018,S-모카블라우스,Free,89000,블라우스,2020,9월 1일
AHH3OP015,S-점프0089,Free,53000,원피스,2020,8월 1일
AIH3TS018,S-폴라운드전사,Free,59000,티셔츠,2021,8월 1일
AIF7BL014,체크배색BL,Free,49000,블라우스,2021,6월 1일
AIC3TS062,Z-레인보우T,Free,13900,티셔츠,2021,3월 1일
AIG3PT012,S-깨고방5부,Free,59000,바지,2021,7월 1일
AGK3CA005,S-다이아가디건,Free,59000,가디건,2019,11월 1일
AIG3CT001,S-제시CT,Free,109000,코트,2021,7월 1일
AIG7KT001,구미마우스KT,Free,33000,니트,2021,7월 1일
AIC3TS044,Q-셔링존T,Free,13900,티셔츠,2021,3월 1일
AIG3ST004,S-피그럭키SET,Free,49000,세트,2021,7월 1일
AIG7DP028,꽃자수데님반,Free,33000,데님,2021,7월 1일
AIB7SK004,플라워레이스SK,Free,39000,스커트,2021,2월 1일
AIG3TS008,Q-메이크트임,Free,13900,티셔츠,2021,7월 1일
AIF7BL018,삼각BL,Free,29000,블라우스,2021,6월 1일
AID3TS031,S-귀욤T,Free,32400,티셔츠,2021,4월 1일
